OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR
33-3012,Correctional Officers and Jailers,detailed,428870,0.5,22.88,47600.0,0.7,14.2,16.75,20.93,27.81,36.03,29540.0,34830.0,43540.0,57850.0,74940.0,2017
33-3020,Detectives and Criminal Investigators,broad,105350,0.3,40.06,83320.0,0.6,20.62,26.84,38.45,50.6,65.16,42880.0,55830.0,79970.0,105240.0,135530.0,2017
33-3021,Detectives and Criminal Investigators,detailed,105350,0.3,40.06,83320.0,0.6,20.62,26.84,38.45,50.6,65.16,42880.0,55830.0,79970.0,105240.0,135530.0,2017
33-3030,Fish and Game Wardens,broad,6020,2.9,28.16,58570.0,0.8,18.83,22.23,27.12,33.2,38.4,39170.0,46230.0,56410.0,69060.0,79870.0,2017
33-3031,Fish and Game Wardens,detailed,6020,2.9,28.16,58570.0,0.8,18.83,22.23,27.12,33.2,38.4,39170.0,46230.0,56410.0,69060.0,79870.0,2017
33-3040,Parking Enforcement Workers,broad,8660,3.5,19.63,40840.0,1.4,11.25,14.06,18.76,24.78,29.66,23390.0,29240.0,39030.0,51540.0,61690.0,2017
33-3041,Parking Enforcement Workers,detailed,8660,3.5,19.63,40840.0,1.4,11.25,14.06,18.76,24.78,29.66,23390.0,29240.0,39030.0,51540.0,61690.0,2017
33-3050,Police Officers,broad,667910,0.5,31.03,64540.0,0.9,16.85,21.66,29.41,38.59,48.37,35050.0,45050.0,61160.0,80270.0,100610.0,2017
33-3051,Police and Sheriff's Patrol Officers,detailed,662390,0.5,31.0,64490.0,0.9,16.84,21.62,29.35,38.57,48.37,35020.0,44980.0,61050.0,80230.0,100610.0,2017
33-3052,Transit and Railroad Police,detailed,5520,7.1,34.27,71280.0,1.9,21.57,27.68,33.79,41.05,48.19,44870.0,57570.0,70280.0,85380.0,100240.0,2017
33-9000,Other Protective Service Workers,minor,1559360,0.7,14.98,31170.0,0.5,9.24,10.56,13.05,17.71,23.56,19220.0,21970.0,27150.0,36840.0,49000.0,2017
33-9010,Animal Control Workers,broad,12700,1.3,18.07,37580.0,0.6,10.6,13.46,17.08,21.77,27.57,22050.0,28000.0,35520.0,45280.0,57350.0,2017
33-9011,Animal Control Workers,detailed,12700,1.3,18.07,37580.0,0.6,10.6,13.46,17.08,21.77,27.57,22050.0,28000.0,35520.0,45280.0,57350.0,2017
33-9020,Private Detectives and Investigators,broad,30980,8.3,26.48,55080.0,2.2,13.84,17.98,24.38,32.89,41.7,28780.0,37390.0,50700.0,68400.0,86730.0,2017
33-9021,Private Detectives and Investigators,detailed,30980,8.3,26.48,55080.0,2.2,13.84,17.98,24.38,32.89,41.7,28780.0,37390.0,50700.0,68400.0,86730.0,2017
33-9030,Security Guards and Gaming Surveillance Officers,broad,1115730,0.9,14.8,30780.0,0.6,9.45,10.7,12.96,17.21,23.3,19660.0,22250.0,26960.0,35810.0,48460.0,2017
33-9031,Gaming Surveillance Officers and Gaming Investigators,detailed,10290,3.7,17.39,36160.0,1.3,11.06,13.02,15.99,20.3,26.19,23010.0,27080.0,33260.0,42220.0,54480.0,2017
33-9032,Security Guards,detailed,1105440,0.9,14.78,30730.0,0.7,9.44,10.68,12.93,17.17,23.26,19640.0,22220.0,26900.0,35720.0,48370.0,2017
33-9090,Miscellaneous Protective Service Workers,broad,399960,1.2,14.51,30180.0,0.7,8.82,9.88,12.58,17.84,22.08,18340.0,20540.0,26160.0,37100.0,45930.0,2017
33-9091,Crossing Guards,detailed,76440,2.4,14.5,30170.0,1.0,9.07,10.46,13.28,17.01,21.13,18870.0,21760.0,27630.0,35380.0,43960.0,2017
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,145660,2.4,11.33,23570.0,1.1,8.33,9.06,10.24,12.07,16.04,17320.0,18850.0,21290.0,25110.0,33360.0,2017
33-9093,Transportation Security Screeners,detailed,42470,0.3,19.69,40960.0,0.6,16.34,17.81,19.51,20.86,23.13,34000.0,37040.0,40580.0,43390.0,48100.0,2017
33-9099,"Protective Service Workers, All Other",detailed,135390,2.0,16.31,33930.0,0.8,9.55,11.02,14.54,19.16,25.83,19860.0,22930.0,30240.0,39840.0,53720.0,2017
35-0000,Food Preparation and Serving Related Occupations,major,13193090,0.1,11.88,24710.0,0.2,8.38,9.15,10.53,12.96,17.48,17440.0,19040.0,21910.0,26960.0,36350.0,2017
35-1000,Supervisors of Food Preparation and Serving Workers,minor,1058870,0.5,17.89,37220.0,0.3,10.3,12.24,16.06,22.07,28.59,21430.0,25460.0,33400.0,45900.0,59470.0,2017
35-1010,Supervisors of Food Preparation and Serving Workers,broad,1058870,0.5,17.89,37220.0,0.3,10.3,12.24,16.06,22.07,28.59,21430.0,25460.0,33400.0,45900.0,59470.0,2017
35-1011,Chefs and Head Cooks,detailed,131430,2.2,23.87,49650.0,1.0,12.03,16.32,22.09,29.75,37.78,25020.0,33950.0,45950.0,61870.0,78570.0,2017
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,927440,0.5,17.05,35460.0,0.3,10.22,12.0,15.37,20.86,26.86,21260.0,24960.0,31960.0,43390.0,55880.0,2017
35-2000,Cooks and Food Preparation Workers,minor,3207700,0.4,12.04,25040.0,0.2,8.66,9.69,11.36,13.8,16.7,18000.0,20160.0,23620.0,28710.0,34740.0,2017
35-2010,Cooks,broad,2375000,0.5,12.23,25440.0,0.2,8.7,9.77,11.52,14.04,17.07,18100.0,20330.0,23970.0,29200.0,35510.0,2017
35-2011,"Cooks, Fast Food",detailed,503780,1.8,10.39,21610.0,0.3,8.24,9.0,10.12,11.5,13.17,17140.0,18730.0,21040.0,23910.0,27400.0,2017
35-2012,"Cooks, Institution and Cafeteria",detailed,404120,0.7,13.2,27450.0,0.3,8.85,10.19,12.43,15.29,18.8,18400.0,21190.0,25860.0,31810.0,39110.0,2017
35-2013,"Cooks, Private Household",detailed,500,25.2,20.67,42990.0,10.5,10.91,13.17,18.4,26.05,30.48,22680.0,27400.0,38280.0,54180.0,63400.0,2017
35-2014,"Cooks, Restaurant",detailed,1276510,0.7,12.71,26440.0,0.3,9.04,10.28,12.1,14.5,17.52,18810.0,21380.0,25180.0,30150.0,36440.0,2017
35-2015,"Cooks, Short Order",detailed,174230,3.2,11.57,24060.0,0.7,8.59,9.42,10.93,12.9,15.5,17870.0,19600.0,22740.0,26830.0,32240.0,2017
35-2019,"Cooks, All Other",detailed,15870,5.4,14.38,29900.0,1.0,9.54,11.0,13.46,16.78,20.49,19830.0,22880.0,27990.0,34900.0,42620.0,2017
35-2020,Food Preparation Workers,broad,832690,1.2,11.49,23900.0,0.4,8.54,9.41,10.93,12.92,15.45,17770.0,19580.0,22730.0,26880.0,32130.0,2017
35-2021,Food Preparation Workers,detailed,832690,1.2,11.49,23900.0,0.4,8.54,9.41,10.93,12.92,15.45,17770.0,19580.0,22730.0,26880.0,32130.0,2017
35-3000,Food and Beverage Serving Workers,minor,7515370,0.3,11.16,23220.0,0.2,8.24,8.94,9.86,11.8,15.51,17140.0,18590.0,20500.0,24540.0,32250.0,2017
35-3010,Bartenders,broad,613350,0.9,12.63,26260.0,0.5,8.4,9.12,10.43,14.15,20.01,17470.0,18960.0,21690.0,29420.0,41630.0,2017
35-3011,Bartenders,detailed,613350,0.9,12.63,26260.0,0.5,8.4,9.12,10.43,14.15,20.01,17470.0,18960.0,21690.0,29420.0,41630.0,2017
35-3020,Fast Food and Counter Workers,broad,4053160,0.5,10.28,21380.0,0.2,8.19,8.87,9.73,11.34,13.08,17040.0,18450.0,20240.0,23580.0,27200.0,2017
35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,3576220,0.6,10.21,21230.0,0.2,8.16,8.84,9.7,11.27,12.85,16980.0,18380.0,20180.0,23450.0,26740.0,2017
35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,476940,2.0,10.83,22530.0,0.4,8.47,9.14,10.23,11.74,14.26,17620.0,19020.0,21280.0,24420.0,29650.0,2017
35-3030,Waiters and Waitresses,broad,2584220,0.5,12.15,25280.0,0.4,8.27,8.98,10.01,13.3,19.33,17200.0,18690.0,20820.0,27670.0,40210.0,2017
35-3031,Waiters and Waitresses,detailed,2584220,0.5,12.15,25280.0,0.4,8.27,8.98,10.01,13.3,19.33,17200.0,18690.0,20820.0,27670.0,40210.0,2017
35-3040,"Food Servers, Nonrestaurant",broad,264630,1.5,11.61,24150.0,0.4,8.47,9.27,10.73,12.68,16.4,17620.0,19280.0,22320.0,26370.0,34110.0,2017
35-3041,"Food Servers, Nonrestaurant",detailed,264630,1.5,11.61,24150.0,0.4,8.47,9.27,10.73,12.68,16.4,17620.0,19280.0,22320.0,26370.0,34110.0,2017
35-9000,Other Food Preparation and Serving Related Workers,minor,1411160,0.7,10.86,22580.0,0.3,8.4,9.13,10.33,11.71,14.19,17460.0,19000.0,21490.0,24360.0,29510.0,2017
35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,436730,1.3,11.08,23050.0,0.4,8.42,9.11,10.18,11.78,14.9,17500.0,18940.0,21160.0,24510.0,30990.0,2017
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,436730,1.3,11.08,23050.0,0.4,8.42,9.11,10.18,11.78,14.9,17500.0,18940.0,21160.0,24510.0,30990.0,2017
35-9020,Dishwashers,broad,503540,1.0,10.68,22210.0,0.3,8.48,9.25,10.34,11.64,13.39,17630.0,19240.0,21500.0,24210.0,27850.0,2017
35-9021,Dishwashers,detailed,503540,1.0,10.68,22210.0,0.3,8.48,9.25,10.34,11.64,13.39,17630.0,19240.0,21500.0,24210.0,27850.0,2017
35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,414540,1.2,10.72,22290.0,0.4,8.28,9.01,10.06,11.68,14.16,17220.0,18740.0,20930.0,24290.0,29450.0,2017
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,414540,1.2,10.72,22290.0,0.4,8.28,9.01,10.06,11.68,14.16,17220.0,18740.0,20930.0,24290.0,29450.0,2017
35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad,56350,4.9,11.72,24380.0,1.1,8.54,9.47,10.88,12.62,16.81,17760.0,19690.0,22620.0,26250.0,34970.0,2017
35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,56350,4.9,11.72,24380.0,1.1,8.54,9.47,10.88,12.62,16.81,17760.0,19690.0,22620.0,26250.0,34970.0,2017
37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4424440,0.3,13.91,28930.0,0.2,8.98,10.23,12.32,16.17,21.43,18680.0,21270.0,25620.0,33640.0,44570.0,2017
37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,255410,0.8,21.82,45380.0,0.4,12.5,15.61,20.28,26.68,33.46,26010.0,32470.0,42190.0,55500.0,69590.0,2017
37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,255410,0.8,21.82,45380.0,0.4,12.5,15.61,20.28,26.68,33.46,26010.0,32470.0,42190.0,55500.0,69590.0,2017
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,155090,1.0,20.37,42380.0,0.5,11.85,14.55,18.86,24.67,31.06,24640.0,30260.0,39230.0,51320.0,64610.0,2017
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,100320,1.5,24.05,50020.0,0.5,14.13,17.47,22.61,29.1,36.75,29390.0,36340.0,47030.0,60520.0,76440.0,2017
37-2000,Building Cleaning and Pest Control Workers,minor,3176790,0.4,13.06,27170.0,0.2,8.8,9.86,11.71,15.0,19.41,18290.0,20500.0,24360.0,31210.0,40370.0,2017
37-2010,Building Cleaning Workers,broad,3101660,0.4,12.95,26940.0,0.2,8.78,9.82,11.65,14.86,19.18,18260.0,20430.0,24240.0,30910.0,39900.0,2017
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,2164040,0.5,13.41,27900.0,0.3,8.93,10.06,12.02,15.52,20.11,18580.0,20920.0,24990.0,32280.0,41820.0,2017
37-2012,Maids and Housekeeping Cleaners,detailed,922660,0.8,11.84,24630.0,0.3,8.52,9.41,10.99,13.21,16.87,17720.0,19580.0,22860.0,27470.0,35080.0,2017
37-2019,"Building Cleaning Workers, All Other",detailed,14970,10.4,15.23,31690.0,2.5,9.76,11.17,13.97,17.83,23.29,20290.0,23240.0,29060.0,37080.0,48440.0,2017
37-2020,Pest Control Workers,broad,75130,1.8,17.6,36610.0,1.1,10.89,13.25,16.52,21.1,26.48,22650.0,27570.0,34370.0,43890.0,55080.0,2017
37-2021,Pest Control Workers,detailed,75130,1.8,17.6,36610.0,1.1,10.89,13.25,16.52,21.1,26.48,22650.0,27570.0,34370.0,43890.0,55080.0,2017
37-3000,Grounds Maintenance Workers,minor,992240,0.5,14.58,30330.0,0.3,9.66,11.08,13.51,16.98,21.55,20080.0,23050.0,28110.0,35320.0,44820.0,2017
37-3010,Grounds Maintenance Workers,broad,992240,0.5,14.58,30330.0,0.3,9.66,11.08,13.51,16.98,21.55,20080.0,23050.0,28110.0,35320.0,44820.0,2017
37-3011,Landscaping and Groundskeeping Workers,detailed,912360,0.6,14.28,29700.0,0.3,9.59,10.98,13.31,16.51,20.61,19960.0,22840.0,27670.0,34340.0,42870.0,2017
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,25900,4.7,17.97,37370.0,1.4,11.32,13.66,16.74,20.36,25.9,23550.0,28410.0,34830.0,42340.0,53860.0,2017
37-3013,Tree Trimmers and Pruners,detailed,41140,5.5,18.55,38580.0,1.3,11.14,13.81,17.53,22.73,28.32,23180.0,28730.0,36460.0,47270.0,58910.0,2017
37-3019,"Grounds Maintenance Workers, All Other",detailed,12840,5.5,16.75,34850.0,2.3,9.83,11.24,14.45,20.42,29.86,20440.0,23380.0,30060.0,42480.0,62110.0,2017
39-0000,Personal Care and Service Occupations,major,5159100,0.5,13.11,27270.0,0.2,8.7,9.74,11.35,14.27,19.79,18100.0,20270.0,23610.0,29680.0,41150.0,2017
39-1000,Supervisors of Personal Care and Service Workers,minor,244300,1.2,20.04,41690.0,0.4,11.34,14.1,18.51,24.39,30.91,23580.0,29330.0,38500.0,50730.0,64290.0,2017
39-1010,First-Line Supervisors of Gaming Workers,detailed,30670,2.8,23.85,49600.0,1.1,12.71,17.36,23.49,29.58,35.65,26430.0,36100.0,48850.0,61530.0,74150.0,2017
39-1010,First-Line Supervisors of Gaming Workers,broad,30670,2.8,23.85,49600.0,1.1,12.71,17.36,23.49,29.58,35.65,26430.0,36100.0,48850.0,61530.0,74150.0,2017
39-1020,First-Line Supervisors of Personal Service Workers,broad,213620,1.3,19.5,40550.0,0.4,11.22,13.85,18.01,23.6,30.01,23340.0,28820.0,37450.0,49090.0,62430.0,2017
39-1021,First-Line Supervisors of Personal Service Workers,detailed,213620,1.3,19.5,40550.0,0.4,11.22,13.85,18.01,23.6,30.01,23340.0,28820.0,37450.0,49090.0,62430.0,2017
39-2000,Animal Care and Service Workers,minor,204850,1.4,12.42,25840.0,0.5,8.63,9.56,11.13,13.75,18.3,17950.0,19880.0,23160.0,28610.0,38060.0,2017
39-2010,Animal Trainers,broad,14340,5.5,16.71,34760.0,1.9,9.43,10.9,13.88,19.35,26.92,19610.0,22670.0,28880.0,40250.0,56000.0,2017
39-2011,Animal Trainers,detailed,14340,5.5,16.71,34760.0,1.9,9.43,10.9,13.88,19.35,26.92,19610.0,22670.0,28880.0,40250.0,56000.0,2017
39-2020,Nonfarm Animal Caretakers,broad,190520,1.4,12.1,25170.0,0.5,8.6,9.5,11.03,13.39,17.61,17880.0,19760.0,22950.0,27860.0,36630.0,2017
39-2021,Nonfarm Animal Caretakers,detailed,190520,1.4,12.1,25170.0,0.5,8.6,9.5,11.03,13.39,17.61,17880.0,19760.0,22950.0,27860.0,36630.0,2017
39-3000,Entertainment Attendants and Related Workers,minor,586270,3.0,11.25,23390.0,0.4,8.3,9.02,10.09,11.89,15.64,17260.0,18770.0,20990.0,24730.0,32530.0,2017
39-3010,Gaming Services Workers,broad,115130,2.9,11.51,23950.0,1.1,8.14,8.88,9.73,11.92,18.06,16940.0,18460.0,20230.0,24790.0,37570.0,2017
39-3011,Gaming Dealers,detailed,94260,2.7,11.02,22910.0,1.3,8.07,8.74,9.53,11.22,16.45,16790.0,18180.0,19820.0,23340.0,34210.0,2017
39-3012,Gaming and Sports Book Writers and Runners,detailed,11210,17.4,13.25,27550.0,1.8,8.82,9.78,11.55,15.26,21.12,18350.0,20350.0,24030.0,31740.0,43940.0,2017
39-3019,"Gaming Service Workers, All Other",detailed,9660,4.8,14.38,29910.0,1.4,9.08,10.34,13.0,16.58,21.5,18890.0,21500.0,27040.0,34480.0,44710.0,2017
39-3020,Motion Picture Projectionists,broad,5700,9.2,11.92,24790.0,2.2,8.48,9.23,10.6,13.14,17.45,17640.0,19200.0,22050.0,27340.0,36290.0,2017
39-3021,Motion Picture Projectionists,detailed,5700,9.2,11.92,24790.0,2.2,8.48,9.23,10.6,13.14,17.45,17640.0,19200.0,22050.0,27340.0,36290.0,2017
39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,124710,2.2,10.85,22580.0,0.6,8.27,8.99,10.01,11.7,14.74,17210.0,18690.0,20820.0,24330.0,30660.0,2017
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,124710,2.2,10.85,22580.0,0.6,8.27,8.99,10.01,11.7,14.74,17210.0,18690.0,20820.0,24330.0,30660.0,2017
39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,340740,4.5,11.29,23480.0,0.5,8.37,9.09,10.27,11.96,15.43,17410.0,18900.0,21370.0,24870.0,32090.0,2017
39-3091,Amusement and Recreation Attendants,detailed,310970,5.0,10.94,22760.0,0.5,8.34,9.05,10.13,11.76,14.66,17350.0,18820.0,21060.0,24460.0,30500.0,2017
39-3092,Costume Attendants,detailed,6430,7.4,22.93,47700.0,2.7,10.41,14.69,20.49,27.8,40.8,21660.0,30550.0,42620.0,57830.0,84870.0,2017
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,17950,3.4,12.34,25670.0,1.0,8.64,9.37,10.98,14.26,18.28,17960.0,19490.0,22830.0,29670.0,38030.0,2017
39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,5390,8.8,13.95,29010.0,3.5,8.73,9.64,11.63,15.42,23.18,18150.0,20050.0,24200.0,32080.0,48210.0,2017
39-4000,Funeral Service Workers,minor,64630,1.7,19.12,39780.0,1.1,9.35,11.37,15.53,24.04,33.81,19450.0,23650.0,32300.0,49990.0,70320.0,2017
39-4010,Embalmers,broad,4200,7.6,21.65,45040.0,2.0,11.35,15.29,20.57,26.54,33.61,23600.0,31810.0,42780.0,55200.0,69900.0,2017
39-4011,Embalmers,detailed,4200,7.6,21.65,45040.0,2.0,11.35,15.29,20.57,26.54,33.61,23600.0,31810.0,42780.0,55200.0,69900.0,2017
39-4020,Funeral Attendants,broad,34970,2.4,13.04,27120.0,0.9,8.82,9.97,12.04,14.88,18.88,18340.0,20740.0,25050.0,30960.0,39270.0,2017
39-4021,Funeral Attendants,detailed,34970,2.4,13.04,27120.0,0.9,8.82,9.97,12.04,14.88,18.88,18340.0,20740.0,25050.0,30960.0,39270.0,2017
39-4030,"Morticians, Undertakers, and Funeral Directors",broad,25460,2.6,27.07,56300.0,1.4,14.07,18.33,24.93,33.02,40.9,29260.0,38130.0,51850.0,68670.0,85060.0,2017
39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,25460,2.6,27.07,56300.0,1.4,14.07,18.33,24.93,33.02,40.9,29260.0,38130.0,51850.0,68670.0,85060.0,2017
39-5000,Personal Appearance Workers,minor,536550,0.7,14.35,29840.0,0.6,8.85,9.76,11.73,16.1,23.36,18410.0,20290.0,24410.0,33480.0,48590.0,2017
39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,370710,1.4,14.66,30480.0,0.7,8.74,9.72,11.97,16.95,24.27,18190.0,20210.0,24900.0,35250.0,50470.0,2017
39-5011,Barbers,detailed,18810,10.2,14.65,30480.0,2.6,8.95,10.12,12.33,18.02,23.31,18610.0,21050.0,25650.0,37490.0,48480.0,2017
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,351910,1.4,14.66,30490.0,0.7,8.73,9.71,11.95,16.88,24.36,18170.0,20200.0,24850.0,35100.0,50670.0,2017
39-5090,Miscellaneous Personal Appearance Workers,broad,165830,3.0,13.66,28410.0,1.0,9.12,9.92,11.44,14.57,20.4,18960.0,20640.0,23790.0,30310.0,42430.0,2017
39-5091,"Makeup Artists, Theatrical and Performance",detailed,3540,8.2,33.32,69310.0,4.6,10.21,14.11,28.51,51.58,61.07,21250.0,29340.0,59300.0,107290.0,127030.0,2017
39-5092,Manicurists and Pedicurists,detailed,104020,4.8,12.01,24980.0,0.9,9.37,9.97,11.17,13.0,15.89,19480.0,20730.0,23230.0,27040.0,33050.0,2017
39-5093,Shampooers,detailed,13330,5.7,10.41,21650.0,1.2,8.54,9.11,9.77,11.38,13.0,17770.0,18950.0,20320.0,23680.0,27040.0,2017
39-5094,Skincare Specialists,detailed,44940,3.4,16.89,35130.0,1.6,8.97,10.59,14.46,20.33,28.27,18650.0,22020.0,30080.0,42280.0,58810.0,2017
39-6000,"Baggage Porters, Bellhops, and Concierges",minor,78370,2.2,14.0,29110.0,0.8,9.07,10.24,12.36,16.54,21.42,18860.0,21300.0,25700.0,34410.0,44550.0,2017
39-6010,"Baggage Porters, Bellhops, and Concierges",broad,78370,2.2,14.0,29110.0,0.8,9.07,10.24,12.36,16.54,21.42,18860.0,21300.0,25700.0,34410.0,44550.0,2017
39-6011,Baggage Porters and Bellhops,detailed,42620,3.1,12.55,26100.0,0.9,8.73,9.52,11.17,14.08,18.39,18160.0,19810.0,23230.0,29280.0,38250.0,2017
39-6012,Concierges,detailed,35750,3.1,15.72,32700.0,1.1,10.17,11.7,14.49,18.72,23.36,21160.0,24340.0,30150.0,38940.0,48580.0,2017
39-7000,Tour and Travel Guides,minor,46140,2.7,14.03,29180.0,0.9,8.91,10.24,12.39,16.4,21.81,18530.0,21310.0,25770.0,34110.0,45370.0,2017
39-7010,Tour and Travel Guides,detailed,46140,2.7,14.03,29180.0,0.9,8.91,10.24,12.39,16.4,21.81,18530.0,21310.0,25770.0,34110.0,45370.0,2017
39-7010,Tour and Travel Guides,broad,46140,2.7,14.03,29180.0,0.9,8.91,10.24,12.39,16.4,21.81,18530.0,21310.0,25770.0,34110.0,45370.0,2017
39-9000,Other Personal Care and Service Workers,minor,3397990,0.5,12.63,26280.0,0.3,8.72,9.86,11.29,13.65,18.1,18140.0,20500.0,23480.0,28390.0,37640.0,2017
39-9010,Childcare Workers,broad,562420,1.1,11.42,23760.0,0.5,8.41,9.22,10.72,12.79,15.76,17490.0,19180.0,22290.0,26610.0,32780.0,2017
39-9011,Childcare Workers,detailed,562420,1.1,11.42,23760.0,0.5,8.41,9.22,10.72,12.79,15.76,17490.0,19180.0,22290.0,26610.0,32780.0,2017
39-9020,Personal Care Aides,broad,2035610,0.7,11.59,24100.0,0.5,8.73,9.98,11.11,12.43,14.78,18160.0,20750.0,23100.0,25850.0,30750.0,2017
39-9021,Personal Care Aides,detailed,2035610,0.7,11.59,24100.0,0.5,8.73,9.98,11.11,12.43,14.78,18160.0,20750.0,23100.0,25850.0,30750.0,2017
39-9030,Recreation and Fitness Workers,broad,632430,0.8,16.79,34930.0,0.5,9.05,10.38,13.72,20.63,29.01,18810.0,21590.0,28550.0,42910.0,60340.0,2017
39-9031,Fitness Trainers and Aerobics Instructors,detailed,280080,1.3,21.02,43720.0,0.7,9.44,12.0,18.85,27.01,35.83,19640.0,24970.0,39210.0,56190.0,74520.0,2017
39-9032,Recreation Workers,detailed,352350,1.0,13.44,27950.0,0.4,8.88,9.84,11.8,15.44,20.46,18480.0,20470.0,24540.0,32110.0,42560.0,2017
39-9040,Residential Advisors,broad,110720,1.7,13.87,28850.0,0.5,9.08,10.53,12.9,16.02,20.0,18890.0,21900.0,26830.0,33310.0,41590.0,2017
39-9041,Residential Advisors,detailed,110720,1.7,13.87,28850.0,0.5,9.08,10.53,12.9,16.02,20.0,18890.0,21900.0,26830.0,33310.0,41590.0,2017
39-9090,Miscellaneous Personal Care and Service Workers,broad,56820,2.9,13.35,27760.0,0.9,9.14,10.28,12.45,15.53,18.47,19000.0,21390.0,25900.0,32300.0,38410.0,2017
39-9099,"Personal Care and Service Workers, All Other",detailed,56820,2.9,13.35,27760.0,0.9,9.14,10.28,12.45,15.53,18.47,19000.0,21390.0,25900.0,32300.0,38410.0,2017
41-0000,Sales and Related Occupations,major,14522580,0.2,19.56,40680.0,0.2,8.8,10.06,12.99,22.3,37.42,18310.0,20920.0,27020.0,46380.0,77820.0,2017
41-1000,Supervisors of Sales Workers,minor,1452010,0.4,24.27,50480.0,0.2,12.25,15.27,20.12,28.25,39.84,25480.0,31750.0,41860.0,58760.0,82860.0,2017
41-1010,First-Line Supervisors of Sales Workers,broad,1452010,0.4,24.27,50480.0,0.2,12.25,15.27,20.12,28.25,39.84,25480.0,31750.0,41860.0,58760.0,82860.0,2017
41-1011,First-Line Supervisors of Retail Sales Workers,detailed,1200180,0.4,20.95,43580.0,0.2,11.91,14.53,18.54,24.42,31.79,24780.0,30230.0,38550.0,50790.0,66120.0,2017
41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,251830,0.8,40.08,83370.0,0.4,18.48,25.45,34.45,48.16,68.82,38430.0,52930.0,71650.0,100170.0,143140.0,2017
41-2000,Retail Sales Workers,minor,8729350,0.2,12.29,25560.0,0.2,8.44,9.28,10.77,13.14,18.03,17560.0,19290.0,22400.0,27320.0,37490.0,2017
41-2010,Cashiers,broad,3588960,0.5,10.65,22160.0,0.2,8.23,8.97,10.12,11.52,13.98,17110.0,18660.0,21050.0,23960.0,29080.0,2017
41-2011,Cashiers,detailed,3564920,0.5,10.64,22130.0,0.2,8.23,8.97,10.11,11.51,13.95,17110.0,18650.0,21030.0,23940.0,29020.0,2017
41-2012,Gaming Change Persons and Booth Cashiers,detailed,24050,5.8,12.48,25950.0,0.9,9.0,10.05,11.5,14.12,17.69,18720.0,20900.0,23910.0,29360.0,36800.0,2017
41-2020,Counter and Rental Clerks and Parts Salespersons,broad,698300,0.8,14.85,30890.0,0.3,9.01,10.4,13.04,17.59,23.58,18740.0,21640.0,27130.0,36590.0,49050.0,2017
41-2021,Counter and Rental Clerks,detailed,445530,1.0,14.3,29740.0,0.4,8.92,10.17,12.41,16.73,22.54,18550.0,21150.0,25820.0,34800.0,46890.0,2017
41-2022,Parts Salespersons,detailed,252770,1.2,15.83,32920.0,0.5,9.23,10.98,14.13,18.84,25.16,19190.0,22830.0,29380.0,39190.0,52330.0,2017
41-2030,Retail Salespersons,broad,4442090,0.4,13.2,27460.0,0.2,8.61,9.58,11.16,14.21,19.85,17920.0,19930.0,23210.0,29570.0,41300.0,2017
41-2031,Retail Salespersons,detailed,4442090,0.4,13.2,27460.0,0.2,8.61,9.58,11.16,14.21,19.85,17920.0,19930.0,23210.0,29570.0,41300.0,2017
41-3000,"Sales Representatives, Services",minor,1983790,0.5,33.5,69680.0,0.5,12.72,17.28,25.22,38.66,62.73,26460.0,35940.0,52460.0,80410.0,130470.0,2017
41-3010,Advertising Sales Agents,broad,136520,2.3,29.34,61020.0,0.9,11.69,16.22,23.89,35.57,52.26,24320.0,33730.0,49680.0,73990.0,108700.0,2017
