OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR
43-5021,Couriers and messengers,,        106520,       2.1,10.8,22460.0,           0.7,          6.89,          8.09,10.03,         12.61,         16.19,         14330,         16830,20870.0,         26230,         33670,2005
43-5031,"Police, fire, and ambulance dispatchers",,         94060,       1.7,15.03,31270.0,           0.5,          9.19,         11.46,14.45,         17.86,         21.79,         19110,         23830,30060.0,         37150,         45330,2005
43-5032,"Dispatchers, except police, fire, and ambulance",,        172550,       1.1,16.15,33590.0,           0.5,          9.18,         11.53,15.09,         19.82,         25.17,         19100,         23970,31390.0,         41230,         52340,2005
43-5041,"Meter readers, utilities",,         46920,       2.8,14.92,31030.0,           0.8,          8.90,         10.88,14.09,         18.43,         22.71,         18520,         22640,29310.0,         38330,         47230,2005
43-5051,Postal service clerks,,         78710,       0.0,22.51,46820.0,           0.2,         17.78,         20.79,23.23,         25.24,         26.45,         36970,         43240,48310.0,         52500,         55020,2005
43-5052,Postal service mail carriers,,        347180,       0.0,21.38,44460.0,           0.2,         15.42,         18.50,22.27,         24.79,         26.29,         32080,         38480,46330.0,         51560,         54690,2005
43-5053,"Postal service mail sorters, processors, and processing machine operators",,        208600,       0.0,20.01,41620.0,           0.3,         11.85,         17.65,20.88,         24.07,         25.98,         24650,         36720,43420.0,         50060,         54030,2005
43-5061,"Production, planning, and expediting clerks",,        287980,       0.9,18.71,38920.0,           0.3,         10.99,         13.82,18.07,         22.93,         27.33,         22860,         28740,37590.0,         47700,         56850,2005
43-5071,"Shipping, receiving, and traffic clerks",,        759910,       0.6,12.8,26620.0,           0.2,          7.94,          9.62,12.1,         15.34,         18.97,         16520,         20020,25180.0,         31900,         39470,2005
43-5081,Stock clerks and order fillers,,       1625430,       0.5,10.6,22060.0,           0.2,          6.82,          7.84,9.66,         12.51,         16.23,         14180,         16320,20100.0,         26030,         33760,2005
43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",,         79050,       2.0,12.99,27030.0,           0.5,          7.89,          9.58,12.17,         15.81,         19.80,         16410,         19930,25310.0,         32890,         41180,2005
43-6011,Executive secretaries and administrative assistants,,       1442040,       0.5,18.18,37810.0,           0.2,         11.66,         14.11,17.29,         21.36,         26.30,         24260,         29340,35960.0,         44420,         54700,2005
43-6012,Legal secretaries,,        265000,       1.6,18.78,39070.0,           0.6,         11.24,         14.12,18.15,         22.91,         27.65,         23380,         29370,37750.0,         47650,         57510,2005
43-6013,Medical secretaries,,        381020,       1.4,13.65,28390.0,           0.5,          9.23,         10.89,13.13,         16.04,         19.25,         19190,         22650,27320.0,         33350,         40040,2005
43-6014,"Secretaries, except legal, medical, and executive",,       1744380,       0.5,13.35,27780.0,           0.2,          8.20,         10.15,12.82,         16.14,         19.77,         17050,         21120,26670.0,         33580,         41120,2005
43-9011,Computer operators,,        129160,       1.3,16.15,33580.0,           0.5,          9.47,         11.90,15.42,         19.87,         24.41,         19710,         24740,32070.0,         41330,         50770,2005
43-9021,Data entry keyers,,        296700,       1.2,11.98,24910.0,           0.3,          8.09,          9.58,11.45,         13.74,         16.85,         16820,         19930,23810.0,         28580,         35040,2005
43-9022,Word processors and typists,,        153580,       1.5,14.49,30140.0,           0.5,          9.23,         11.33,13.95,         17.05,         20.94,         19200,         23560,29020.0,         35470,         43550,2005
43-9031,Desktop publishers,,         29910,       3.4,16.72,34770.0,           1.1,          9.23,         11.99,15.77,         20.67,         25.84,         19190,         24950,32800.0,         43000,         53750,2005
43-9041,Insurance claims and policy processing clerks,,        239120,       1.7,15.24,31700.0,           0.4,          9.95,         11.93,14.49,         17.69,         21.62,         20700,         24820,30130.0,         36800,         44970,2005
43-9051,"Mail clerks and mail machine operators, except postal service",,        148330,       2.1,11.59,24120.0,           0.5,          7.41,          9.03,10.99,         13.64,         16.65,         15410,         18780,22870.0,         28360,         34620,2005
43-9061,"Office clerks, general",,       2997370,       0.4,11.82,24580.0,           0.2,          6.98,          8.79,11.09,         14.15,         17.53,         14530,         18270,23070.0,         29420,         36460,2005
43-9071,"Office machine operators, except computer",,         87900,       2.5,12.24,25460.0,           0.6,          8.08,          9.54,11.53,         14.38,         17.49,         16800,         19840,23990.0,         29910,         36380,2005
43-9081,Proofreaders and copy markers,,         18070,       4.9,13.3,27660.0,           1.6,          7.68,          9.61,12.3,         16.18,         20.61,         15980,         20000,25590.0,         33650,         42880,2005
43-9111,Statistical assistants,,         18700,       2.6,15.04,31270.0,           1.4,          9.39,         11.48,13.92,         17.99,         22.07,         19530,         23870,28950.0,         37410,         45900,2005
43-9199,"Office and administrative support workers, all other",,        287270,       1.6,13.5,28070.0,           0.6,          7.55,          9.62,12.52,         16.37,         20.81,         15710,         20000,26040.0,         34050,         43290,2005
45-0000,"Farming, fishing, and forestry occupations",major,        443070,       1.9,10.1,21010.0,           0.5,          6.66,          7.41,8.41,         11.34,         16.28,         13850,         15410,17490.0,         23580,         33860,2005
45-1011,"First-line supervisors/managers of farming, fishing, and forestry workers",,         19750,       3.3,18.65,38790.0,           1.2,          9.61,         12.59,17.32,         23.08,         29.96,         19990,         26180,36030.0,         48010,         62320,2005
45-1012,Farm labor contractors,,          2310,      14.9,12.14,25240.0,           6.7,          6.62,          7.68,9.52,         14.54,         19.36,         13770,         15970,19810.0,         30250,         40270,2005
45-2011,Agricultural inspectors,,         11730,       2.5,16.75,34840.0,           0.8,          9.66,         11.80,15.79,         20.92,         25.74,         20100,         24540,32840.0,         43510,         53550,2005
45-2021,Animal breeders,,          1860,       9.5,15.23,31690.0,           3.6,          7.83,          9.68,12.9,         19.99,         26.16,         16290,         20130,26820.0,         41590,         54420,2005
45-2041,"Graders and sorters, agricultural products",,         45010,       3.9,8.74,18170.0,           0.9,          6.34,          7.03,8.06,          9.62,         12.02,         13190,         14620,16770.0,         20000,         25010,2005
45-2091,Agricultural equipment operators,,         19940,       4.9,10.06,20930.0,           1.6,          6.44,          7.54,9.36,         11.81,         14.96,         13400,         15690,19460.0,         24570,         31120,2005
45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",,        227750,       3.0,8.35,17370.0,           0.6,          6.57,          7.20,7.91,          8.66,         11.02,         13660,         14980,16450.0,         18020,         22930,2005
45-2093,"Farmworkers, farm and ranch animals",,         49740,       9.0,9.56,19890.0,           1.5,          6.41,          7.45,8.76,         10.92,         13.81,         13340,         15510,18220.0,         22720,         28720,2005
45-2099,"Agricultural workers, all other",,          8970,       6.4,11.6,24140.0,           1.9,          7.10,          8.37,10.61,         13.47,         17.60,         14760,         17400,22060.0,         28020,         36620,2005
45-3011,Fishers and related fishing workers,,           770,      11.7,13.94,29000.0,           4.3,          7.35,          8.85,12.08,         17.90,         22.73,         15290,         18420,25130.0,         37230,         47280,2005
45-4011,Forest and conservation workers,,          8700,       3.4,11.19,23280.0,           1.4,          7.08,          7.81,9.46,         13.39,         18.12,         14730,         16240,19680.0,         27860,         37700,2005
45-4021,Fallers,,          9780,       8.4,15.26,31740.0,           3.4,          8.95,         10.84,13.64,         17.37,         25.46,         18610,         22560,28360.0,         36130,         52960,2005
45-4022,Logging equipment operators,,         26880,       3.1,14.28,29700.0,           1.3,          8.88,         10.99,13.91,         16.97,         20.59,         18470,         22870,28920.0,         35290,         42830,2005
45-4023,Log graders and scalers,,          4520,       5.3,14.21,29550.0,           1.8,          9.12,         11.13,13.31,         16.51,         20.74,         18960,         23140,27680.0,         34330,         43140,2005
47-0000,Construction and extraction occupations,major,       6370400,       0.3,18.39,38260.0,           0.2,          9.51,         12.18,16.66,         23.12,         30.37,         19770,         25340,34650.0,         48090,         63180,2005
47-1011,First-line supervisors/managers of construction trades and extraction workers,,        555380,       0.7,26.79,55720.0,           0.3,         15.80,         19.58,24.98,         32.18,         40.83,         32850,         40720,51970.0,         66930,         84920,2005
47-2011,Boilermakers,,         17760,       6.6,23.62,49130.0,           1.3,         14.63,         18.43,23.1,         28.77,         34.11,         30430,         38340,48050.0,         59840,         70950,2005
47-2021,Brickmasons and blockmasons,,        115950,       2.2,20.6,42850.0,           0.9,         11.54,         15.42,20.13,         25.43,         31.15,         23990,         32070,41860.0,         52880,         64800,2005
47-2022,Stonemasons,,         17030,       7.2,17.53,36450.0,           2.1,          9.68,         12.26,16.66,         21.17,         27.20,         20120,         25500,34640.0,         44030,         56570,2005
47-2031,Carpenters,,        935920,       0.8,18.62,38720.0,           0.4,         10.55,         13.20,17.11,         23.14,         29.28,         21940,         27450,35580.0,         48120,         60910,2005
47-2041,Carpet installers,,         37050,       4.6,17.84,37100.0,           1.4,          9.12,         11.88,16.13,         22.82,         29.93,         18980,         24700,33550.0,         47470,         62260,2005
47-2042,"Floor layers, except carpet, wood, and hard tiles",,         14520,       7.2,17.92,37270.0,           3.5,          9.36,         11.95,15.87,         21.96,         30.66,         19470,         24860,33010.0,         45670,         63780,2005
47-2043,Floor sanders and finishers,,          5950,      10.1,14.34,29830.0,           3.4,          8.69,         10.25,13.14,         16.82,         21.58,         18070,         21320,27340.0,         34990,         44890,2005
47-2044,Tile and marble setters,,         47410,       4.0,18.81,39130.0,           1.1,         10.29,         13.32,17.56,         22.96,         30.00,         21410,         27700,36530.0,         47760,         62410,2005
47-2051,Cement masons and concrete finishers,,        204720,       1.9,16.64,34610.0,           0.6,          9.68,         11.97,15.4,         20.30,         26.05,         20130,         24900,32030.0,         42230,         54190,2005
47-2053,Terrazzo workers and finishers,,          5440,      11.3,16.69,34720.0,           3.7,          9.10,         11.93,15.4,         20.67,         26.44,         18920,         24820,32030.0,         43000,         55000,2005
47-2061,Construction laborers,,        934000,       1.0,13.97,29050.0,           0.4,          7.90,          9.58,12.22,         16.90,         23.63,         16420,         19920,25410.0,         35150,         49150,2005
47-2071,"Paving, surfacing, and tamping equipment operators",,         63220,       2.8,15.93,33140.0,           0.9,          9.62,         11.53,14.58,         19.13,         24.83,         20020,         23980,30320.0,         39780,         51640,2005
47-2072,Pile-driver operators,,          4410,       7.7,24.27,50490.0,           2.3,         13.17,         17.16,23.51,         31.87,         35.77,         27400,         35680,48900.0,         66290,         74400,2005
47-2073,Operating engineers and other construction equipment operators,,        378720,       1.0,18.85,39210.0,           0.4,         11.16,         13.44,17.23,         23.04,         29.69,         23210,         27960,35830.0,         47920,         61750,2005
47-2081,Drywall and ceiling tile installers,,        126810,       2.1,18.07,37580.0,           0.9,         10.35,         13.05,16.7,         22.03,         28.04,         21530,         27150,34740.0,         45830,         58320,2005
47-2082,Tapers,,         38570,       2.8,19.91,41410.0,           1.0,         11.38,         14.46,19.17,         24.99,         30.42,         23660,         30070,39870.0,         51980,         63280,2005
47-2111,Electricians,,        606500,       1.0,21.94,45630.0,           0.6,         12.44,         15.74,20.57,         27.10,         33.88,         25870,         32740,42790.0,         56380,         70480,2005
47-2121,Glaziers,,         49310,       4.2,17.75,36920.0,           1.5,          9.92,         12.53,16.12,         21.38,         29.60,         20640,         26060,33530.0,         44470,         61560,2005
47-2131,"Insulation workers, floor, ceiling, and wall",,         34250,       4.8,16.59,34510.0,           1.7,          9.14,         11.27,15.08,         20.58,         27.26,         19010,         23450,31360.0,         42800,         56710,2005
47-2132,"Insulation workers, mechanical",,         22100,       5.1,19.16,39840.0,           2.1,         10.13,         12.90,17.07,         23.40,         32.04,         21060,         26840,35510.0,         48680,         66650,2005
47-2141,"Painters, construction and maintenance",,        249850,       1.1,16.08,33450.0,           0.6,          9.54,         11.75,14.81,         19.44,         25.31,         19850,         24430,30800.0,         40430,         52650,2005
47-2142,Paperhangers,,          7710,      11.0,17.65,36720.0,           3.4,         11.13,         13.62,16.08,         20.55,         27.88,         23160,         28330,33450.0,         42750,         57990,2005
47-2151,Pipelayers,,         56280,       2.5,15.53,32290.0,           0.8,          9.29,         11.18,13.83,         18.95,         24.94,         19320,         23250,28760.0,         39420,         51880,2005
47-2152,"Plumbers, pipefitters, and steamfitters",,        420770,       1.2,21.56,44850.0,           0.6,         11.89,         15.29,20.27,         26.86,         33.83,         24730,         31800,42160.0,         55880,         70360,2005
47-2161,Plasterers and stucco masons,,         47760,       4.1,17.4,36200.0,           1.4,         10.12,         12.82,16.08,         20.83,         26.93,         21060,         26670,33440.0,         43320,         56010,2005
47-2171,Reinforcing iron and rebar workers,,         30270,       5.5,19.32,40190.0,           2.5,          9.43,         12.12,16.78,         25.97,         33.01,         19620,         25220,34910.0,         54010,         68650,2005
47-2181,Roofers,,        120070,       1.7,16.14,33570.0,           0.7,          9.41,         11.65,15.01,         19.76,         25.12,         19580,         24230,31230.0,         41110,         52250,2005
47-2211,Sheet metal workers,,        174550,       1.9,19.03,39570.0,           0.7,          9.98,         12.90,17.5,         24.35,         31.23,         20760,         26840,36390.0,         50650,         64970,2005
47-2221,Structural iron and steel workers,,         68900,       3.4,20.93,43540.0,           1.3,         10.96,         14.39,19.51,         26.77,         33.73,         22800,         29920,40580.0,         55670,         70160,2005
47-3011,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",,         58690,       2.8,13.14,27340.0,           1.1,          8.52,          9.76,11.83,         15.06,         20.40,         17730,         20300,24600.0,         31330,         42430,2005
47-3012,Helpers--carpenters,,        101870,       2.5,11.11,23100.0,           0.6,          7.48,          8.95,10.57,         12.84,         15.56,         15560,         18620,21990.0,         26710,         32370,2005
47-3013,Helpers--electricians,,         90370,       2.8,11.86,24670.0,           0.9,          7.84,          9.28,11.17,         13.72,         16.82,         16300,         19310,23240.0,         28530,         34980,2005
47-3014,"Helpers--painters, paperhangers, plasterers, and stucco masons",,         21820,       4.1,10.61,22070.0,           1.4,          7.20,          8.26,9.88,         12.06,         15.09,         14970,         17190,20560.0,         25080,         31400,2005
47-3015,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",,         77630,       2.9,11.84,24630.0,           1.0,          7.90,          9.28,10.97,         13.54,         16.77,         16420,         19310,22820.0,         28170,         34890,2005
47-3016,Helpers--roofers,,         20510,       4.1,10.41,21660.0,           0.9,          7.36,          8.60,9.97,         11.84,         14.23,         15310,         17890,20740.0,         24620,         29600,2005
47-3019,"Helpers, construction trades, all other",,         37590,       4.5,11.55,24020.0,           1.5,          7.22,          8.65,10.4,         13.24,         17.26,         15020,         17980,21630.0,         27550,         35890,2005
47-4011,Construction and building inspectors,,         87820,       1.5,22.51,46830.0,           0.6,         13.65,         17.02,21.5,         27.09,         33.49,         28390,         35400,44720.0,         56350,         69650,2005
47-4021,Elevator installers and repairers,,         21000,       4.8,28.12,58500.0,           1.1,         16.86,         22.76,28.46,         33.78,         40.16,         35070,         47340,59190.0,         70270,         83520,2005
47-4031,Fence erectors,,         22600,       7.4,12.74,26490.0,           1.6,          8.45,          9.84,11.99,         14.77,         18.23,         17570,         20470,24930.0,         30720,         37910,2005
47-4041,Hazardous materials removal workers,,         38260,       4.1,17.9,37240.0,           1.7,         10.32,         12.60,16.2,         22.58,         28.42,         21470,         26210,33690.0,         46960,         59120,2005
47-4051,Highway maintenance workers,,        140600,       1.5,14.88,30950.0,           0.6,          9.15,         11.41,14.54,         17.83,         21.44,         19040,         23740,30250.0,         37100,         44590,2005
47-4061,Rail-track laying and maintenance equipment operators,,         13510,       4.0,18.81,39120.0,           1.1,         11.92,         15.86,19.23,         21.53,         25.28,         24800,         32990,39990.0,         44780,         52570,2005
47-4071,Septic tank servicers and sewer pipe cleaners,,         17940,       5.6,15.38,31980.0,           1.6,          8.97,         11.36,14.64,         18.69,         23.05,         18670,         23640,30440.0,         38870,         47940,2005
47-4091,Segmental pavers,,           330,      21.1,12.82,26670.0,           5.8,          8.06,          9.58,12.02,         15.95,         19.04,         16770,         19930,25000.0,         33180,         39600,2005
47-4099,"Construction and related workers, all other",,         63340,       7.8,15.5,32230.0,           1.5,          8.71,         10.98,14.36,         18.81,         24.40,         18110,         22830,29860.0,         39120,         50760,2005
47-5011,"Derrick operators, oil and gas",,         13270,       6.1,17.16,35690.0,           1.4,         11.36,         13.38,16.29,         20.26,         25.01,         23630,         27840,33880.0,         42140,         52010,2005
47-5012,"Rotary drill operators, oil and gas",,         15500,       6.3,19.18,39880.0,           1.8,         11.64,         13.84,18.03,         23.66,         28.98,         24210,         28790,37490.0,         49210,         60290,2005
47-5013,"Service unit operators, oil, gas, and mining",,         19530,       6.4,16.61,34560.0,           1.9,          9.53,         11.44,14.74,         19.69,         26.31,         19820,         23800,30670.0,         40960,         54730,2005
47-5021,"Earth drillers, except oil and gas",,         18800,       4.8,17.2,35770.0,           1.4,         10.62,         13.09,16.23,         20.26,         25.27,         22090,         27240,33770.0,         42140,         52560,2005
47-5031,"Explosives workers, ordnance handling experts, and blasters",,          4800,       6.2,19.33,40210.0,           1.7,         13.60,         15.47,18.65,         22.25,         26.49,         28290,         32170,38780.0,         46280,         55100,2005
47-5041,Continuous mining machine operators,,          9000,       7.0,18.67,38830.0,           1.5,         12.46,         15.60,18.8,         21.29,         25.20,         25910,         32460,39100.0,         44290,         52410,2005
47-5042,Mine cutting and channeling machine operators,,          6080,       5.9,18.12,37680.0,           1.9,         11.16,         15.16,18.64,         21.00,         24.16,         23210,         31540,38770.0,         43670,         50260,2005
47-5049,"Mining machine operators, all other",,          2450,      14.5,18.26,37970.0,           3.0,         11.82,         14.40,17.37,         21.15,         26.57,         24580,         29960,36120.0,         44000,         55260,2005
47-5051,"Rock splitters, quarry",,          3600,      10.2,13.56,28200.0,           2.3,          8.16,          9.98,13.1,         16.04,         19.75,         16980,         20760,27260.0,         33360,         41080,2005
47-5061,"Roof bolters, mining",,          4140,       5.8,18.84,39180.0,           0.9,         15.04,         16.80,18.91,         20.87,         22.28,         31280,         34950,39340.0,         43410,         46340,2005
47-5071,"Roustabouts, oil and gas",,         33570,       4.8,12.71,26430.0,           1.5,          7.91,          9.58,11.96,         15.20,         19.15,         16450,         19920,24880.0,         31620,         39830,2005
47-5081,Helpers--extraction workers,,         25550,       5.6,13.76,28620.0,           1.2,          8.79,         10.43,13.19,         16.75,         20.11,         18280,         21690,27430.0,         34840,         41820,2005
47-5099,"Extraction workers, all other",,          9060,       8.5,17.32,36010.0,           3.3,          9.45,         12.26,16.35,         20.58,         27.95,         19650,         25510,34010.0,         42800,         58140,2005
49-0000,"Installation, maintenance, and repair occupations",major,       5305260,       0.3,18.3,38050.0,           0.2,          9.54,         12.63,17.25,         22.86,         28.34,         19840,         26260,35870.0,         47550,         58950,2005
49-1011,"First-line supervisors/managers of mechanics, installers, and repairers",,        455690,       0.5,26.15,54390.0,           0.2,         15.24,         19.36,24.99,         31.88,         39.41,         31710,         40260,51980.0,         66300,         81970,2005
49-2011,"Computer, automated teller, and office machine repairers",,        138210,       1.8,18.1,37640.0,           0.5,         10.75,         13.60,17.34,         21.92,         26.83,         22370,         28290,36060.0,         45590,         55810,2005
49-2021,Radio mechanics,,          6170,       9.7,18.78,39070.0,           1.8,         11.10,         14.23,18.25,         22.35,         27.23,         23080,         29590,37960.0,         46490,         56640,2005
49-2022,"Telecommunications equipment installers and repairers, except line installers",,        198350,       1.7,23.72,49330.0,           0.4,         15.21,         20.10,24.33,         27.59,         32.21,         31630,         41800,50620.0,         57380,         66990,2005
49-2091,Avionics technicians,,         22490,       3.5,22.57,46940.0,           0.9,         16.65,         19.02,22.42,         25.87,         29.23,         34620,         39570,46630.0,         53810,         60800,2005
49-2092,"Electric motor, power tool, and related repairers",,         20070,       4.5,16.77,34880.0,           1.5,          9.63,         12.35,16.09,         20.55,         25.48,         20030,         25690,33460.0,         42740,         53000,2005
49-2093,"Electrical and electronics installers and repairers, transportation equipment",,         20560,       3.6,20.2,42010.0,           1.6,         12.43,         15.88,19.95,         24.47,         27.77,         25850,         33020,41490.0,         50900,         57750,2005
49-2094,"Electrical and electronics repairers, commercial and industrial equipment",,         69620,       2.6,21.32,44350.0,           0.6,         13.12,         16.64,21.21,         25.80,         30.11,         27290,         34610,44120.0,         53660,         62630,2005
49-2095,"Electrical and electronics repairers, powerhouse, substation, and relay",,         21250,       3.1,26.26,54620.0,           0.7,         18.66,         22.71,26.43,         31.00,         34.19,         38810,         47240,54970.0,         64470,         71120,2005
49-2096,"Electronic equipment installers and repairers, motor vehicles",,         17650,       5.0,14.94,31080.0,           2.3,          8.77,         10.39,13.19,         17.43,         24.06,         18250,         21620,27440.0,         36260,         50040,2005
49-2097,Electronic home entertainment equipment installers and repairers,,         35360,       4.3,14.83,30840.0,           1.1,          8.95,         11.18,13.91,         17.60,         21.95,         18610,         23260,28940.0,         36600,         45660,2005
49-2098,Security and fire alarm systems installers,,         49470,       3.7,17.06,35480.0,           1.1,         10.02,         12.49,16.21,         20.73,         25.86,         20850,         25970,33720.0,         43120,         53790,2005
49-3011,Aircraft mechanics and service technicians,,        115120,       1.9,23.68,49260.0,           1.4,         14.60,         18.39,22.74,         28.15,         35.38,         30370,         38260,47310.0,         58560,         73580,2005
49-3021,Automotive body and related repairers,,        158160,       1.3,18.23,37920.0,           0.8,          9.85,         12.81,16.74,         22.08,         28.37,         20490,         26640,34810.0,         45920,         59010,2005
49-3022,Automotive glass installers and repairers,,         17760,       6.5,14.67,30510.0,           2.1,          8.60,         10.87,14.18,         17.84,         21.27,         17880,         22610,29500.0,         37110,         44240,2005
49-3023,Automotive service technicians and mechanics,,        654800,       0.7,16.9,35140.0,           0.4,          8.90,         11.58,15.89,         20.95,         26.45,         18500,         24090,33050.0,         43580,         55020,2005
49-3031,Bus and truck mechanics and diesel engine specialists,,        248280,       1.2,17.96,37360.0,           0.4,         11.44,         14.15,17.61,         21.35,         25.74,         23790,         29420,36620.0,         44410,         53540,2005
49-3041,Farm equipment mechanics,,         30800,       2.4,14.17,29480.0,           0.7,          9.09,         11.02,13.81,         16.91,         20.26,         18900,         22920,28730.0,         35170,         42140,2005
49-3042,"Mobile heavy equipment mechanics, except engines",,        117500,       1.5,19.32,40190.0,           0.5,         12.38,         15.36,18.95,         22.57,         26.95,         25760,         31940,39410.0,         46960,         56060,2005
49-3043,Rail car repairers,,         24270,       5.0,20.32,42270.0,           1.9,         12.82,         17.28,20.45,         24.08,         27.02,         26660,         35950,42530.0,         50090,         56210,2005
49-3051,Motorboat mechanics,,         18190,       4.2,16.31,33920.0,           1.3,          9.64,         12.31,15.76,         19.89,         24.28,         20040,         25600,32780.0,         41360,         50500,2005
49-3052,Motorcycle mechanics,,         16140,       3.6,15.11,31430.0,           1.0,          9.00,         11.21,14.16,         18.05,         22.71,         18730,         23330,29450.0,         37540,         47240,2005
49-3053,Outdoor power equipment and other small engine mechanics,,         24680,       3.7,12.95,26930.0,           0.9,          7.93,          9.84,12.41,         15.57,         19.03,         16490,         20470,25810.0,         32380,         39590,2005
49-3091,Bicycle repairers,,          7980,       8.6,10.33,21490.0,           1.8,          7.00,          8.37,10.05,         12.17,         14.19,         14550,         17420,20910.0,         25320,         29520,2005
49-3092,Recreational vehicle service technicians,,         13540,       5.3,15.43,32100.0,           1.6,          9.42,         11.71,14.65,         18.60,         21.68,         19590,         24370,30480.0,         38680,         45090,2005
49-3093,Tire repairers and changers,,        100860,       2.4,10.72,22300.0,           0.7,          7.29,          8.42,10.08,         12.45,         15.44,         15150,         17510,20960.0,         25890,         32120,2005
49-9011,Mechanical door repairers,,         14400,       8.1,15.81,32890.0,           2.0,          9.71,         11.79,14.57,         19.09,         23.72,         20200,         24520,30310.0,         39710,         49330,2005
49-9012,"Control and valve installers and repairers, except mechanical door",,         38640,       3.1,21.21,44120.0,           1.2,         11.80,         15.59,21.21,         26.06,         30.81,         24550,         32430,44120.0,         54210,         64090,2005
49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",,        241380,       1.7,18.64,38770.0,           0.5,         11.04,         13.79,17.81,         22.73,         27.46,         22970,         28690,37040.0,         47270,         57130,2005
49-9031,Home appliance repairers,,         43110,       3.6,16.38,34060.0,           1.0,          9.06,         11.95,15.86,         20.12,         24.53,         18840,         24850,32980.0,         41850,         51020,2005
49-9041,Industrial machinery mechanics,,        234650,       1.0,19.74,41060.0,           0.3,         12.48,         15.38,19.11,         23.56,         28.39,         25950,         31990,39740.0,         49000,         59050,2005
49-9042,"Maintenance and repair workers, general",,       1307820,       0.5,15.7,32650.0,           0.2,          8.92,         11.33,15.01,         19.48,         24.00,         18560,         23560,31210.0,         40520,         49920,2005
49-9043,"Maintenance workers, machinery",,         83220,       1.9,16.96,35270.0,           0.6,         10.06,         12.57,16.18,         20.77,         25.56,         20930,         26150,33650.0,         43190,         53170,2005
49-9044,Millwrights,,         53080,       2.7,22.33,46450.0,           0.9,         13.71,         16.97,21.53,         28.22,         32.87,         28510,         35290,44780.0,         58700,         68370,2005
49-9045,"Refractory materials repairers, except brickmasons",,          3250,      12.2,19.74,41070.0,           2.3,         12.78,         15.90,19.35,         23.09,         27.90,         26580,         33060,40240.0,         48020,         58020,2005
49-9051,Electrical power-line installers and repairers,,        106060,       2.1,23.65,49200.0,           0.6,         14.00,         18.84,24.11,         28.25,         33.24,         29130,         39190,50150.0,         58750,         69140,2005
49-9052,Telecommunications line installers and repairers,,        142560,       2.1,20.66,42970.0,           0.6,         11.35,         14.70,20.39,         26.58,         31.47,         23610,         30580,42410.0,         55280,         65450,2005
49-9061,Camera and photographic equipment repairers,,          3160,       8.9,17.37,36130.0,           2.1,          9.52,         13.97,16.78,         20.25,         25.78,         19790,         29060,34900.0,         42110,         53610,2005
49-9062,Medical equipment repairers,,         27940,       4.2,20.04,41680.0,           1.7,         11.00,         14.29,19.02,         24.76,         30.19,         22880,         29730,39570.0,         51500,         62790,2005
49-9063,Musical instrument repairers and tuners,,          4830,       6.4,15.33,31880.0,           2.3,          8.07,         10.66,13.73,         19.50,         24.94,         16790,         22160,28560.0,         40560,         51880,2005
49-9064,Watch repairers,,          3080,      14.5,16.0,33280.0,           3.1,          8.32,         11.27,15.21,         19.76,         24.64,         17310,         23440,31640.0,         41100,         51250,2005
49-9069,"Precision instrument and equipment repairers, all other",,         12870,       5.8,22.11,45980.0,           2.0,         12.03,         16.04,21.37,         27.37,         33.52,         25020,         33370,44460.0,         56940,         69720,2005
49-9091,"Coin, vending, and amusement machine servicers and repairers",,         39570,       2.6,14.11,29340.0,           0.7,          8.70,         10.62,13.56,         16.86,         21.01,         18100,         22090,28200.0,         35060,         43710,2005
49-9092,Commercial divers,,          2310,      15.5,20.15,41910.0,           4.2,         11.58,         14.33,18.25,         23.69,         31.26,         24080,         29800,37960.0,         49280,         65020,2005
49-9093,"Fabric menders, except garment",,          2140,       6.0,16.37,34040.0,           1.9,          8.91,         11.22,16.77,         20.94,         24.76,         18530,         23330,34880.0,         43560,         51500,2005
49-9094,Locksmiths and safe repairers,,         16080,       2.7,15.67,32600.0,           0.8,          8.81,         11.28,14.85,         19.63,         24.23,         18320,         23450,30880.0,         40820,         50390,2005
49-9095,Manufactured building and mobile home installers,,         10120,       9.2,12.05,25070.0,           2.0,          8.04,          9.30,11.09,         13.66,         16.98,         16720,         19350,23070.0,         28400,         35310,2005
49-9096,Riggers,,         11840,       5.9,18.17,37790.0,           1.8,          9.94,         13.68,17.79,         22.22,         26.63,         20690,         28460,37010.0,         46220,         55380,2005
49-9097,Signal and track switch repairers,,          6100,       5.7,23.25,48370.0,           1.4,         17.58,         20.55,23.65,         26.27,         28.55,         36570,         42740,49200.0,         54640,         59370,2005
49-9098,"Helpers--installation, maintenance, and repair workers",,        158520,       1.5,11.17,23230.0,           0.8,          6.85,          8.17,10.21,         13.22,         17.03,         14250,         16990,21230.0,         27510,         35420,2005
